Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Kensington & Chelsea,Male,50 to 54,Black ,Murder,Charge or Summons,Apr-19
1,Westminster,Male,20 to 24,Asian ,Murder,Charge or Summons,Apr-19
1,Westminster,Male,15 to 19,Asian ,Murder,Charge or Summons,Apr-19
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-19
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-19
1,Waltham Forest,Male,40 to 44,SCE Not Recorded,Murder,Charge or Summons,Apr-19
1,Brent,Male,35 to 39,Asian ,Murder,Charge or Summons,Apr-19
1,Hackney,Male,20 to 24,White,Murder,Charge or Summons,Sep-20
1,Hackney,Male,20 to 24,White,Murder,Charge or Summons,Sep-20
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-20
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,May-19
1,Brent,Male,15 to 19,Mixed,Murder,Charge or Summons,May-19
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-19
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-19
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-19
1,Tower Hamlets,Male,35 to 39,White,Murder,Charge or Summons,Apr-19
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,May-19
1,Hackney,Male,15 to 19,White,Murder,Charge or Summons,Feb-20
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-20
1,Newham,Male,30 to 34,Asian ,Murder,Charge or Summons,Feb-20
1,Newham,Male,30 to 34,Asian ,Murder,Charge or Summons,Feb-20
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,May-19
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-19
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-19
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-19
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Waltham Forest,Male,25 to 29,Asian ,Murder,Charge or Summons,Nov-19
1,Hounslow,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-22
1,Hounslow,Male,15 to 19,Asian ,Murder,Charge or Summons,Jun-22
1,Hounslow,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-22
1,Hounslow,Male,20 to 24,Asian ,Murder,Charge or Summons,Jun-22
1,Hounslow,Male,20 to 24,Asian ,Murder,Charge or Summons,Jun-22
1,Hounslow,Male,25 to 29,Asian ,Murder,Charge or Summons,Jun-22
1,Lewisham,Male,35 to 39,Black ,Murder,Charge or Summons,Nov-19
1,Kensington & Chelsea,Male,45 to 49,Other ,Murder,Charge or Summons,May-19
1,Kensington & Chelsea,Male,45 to 49,White,Murder,Charge or Summons,May-19
1,Wandsworth,Male,15 to 19,Mixed,Murder,Charge or Summons,Jun-19
1,Wandsworth,Male,15 to 19,Other ,Murder,Charge or Summons,Jun-19
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-19
1,Wandsworth,Male,15 to 19,White,Murder,Charge or Summons,Jun-19
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-19
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-19
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Jun-19
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Jun-19
1,Newham,Male,20 to 24,Asian ,Murder,Charge or Summons,Jun-19
1,Haringey,Male,20 to 24,Asian ,Murder,Charge or Summons,Jun-19
1,Wandsworth,Female,15 to 19,White,Murder,Charge or Summons,Jan-20
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-20
1,Islington,Male,30 to 34,White,Murder,Charge or Summons,Jul-19
1,Wandsworth,Male,15 to 19,Other ,Murder,Charge or Summons,Jul-19
1,Wandsworth,Male,15 to 19,Mixed,Murder,Charge or Summons,Jul-19
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-19
1,Tower Hamlets,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-19
1,Tower Hamlets,Male,30 to 34,White,Murder,Charge or Summons,Jan-20
1,Kensington & Chelsea,Male,20 to 24,White,Manslaughter,Charge or Summons,Jul-19
1,Newham,Male,25 to 29,White,Murder,Charge or Summons,Jun-19
1,Newham,Female,30 to 34,White,Murder,Charge or Summons,Jun-19
1,Barnet,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-19
1,Barnet,Male,25 to 29,Asian ,Murder,Charge or Summons,Aug-19
1,Barnet,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-19
1,Redbridge,Male,35 to 39,Person declines to define ethnicity,Murder,Charge or Summons,Jun-19
1,Redbridge,Male,50 to 54,White,Murder,Charge or Summons,Jun-19
1,Hammersmith & Fulham,Male,15 to 19,Mixed,Murder,Charge or Summons,Jul-19
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-19
1,Croydon,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-19
1,Hammersmith & Fulham,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-19
1,Southwark,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-19
1,Southwark,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-19
1,Southwark,Male,20 to 24,Asian ,Murder,Charge or Summons,Jul-19
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-19
1,Croydon,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-19
1,Wandsworth,Male,35 to 39,Black ,Murder,Charge or Summons,Jul-19
1,Brent,Male,30 to 34,Black ,Murder,Charge or Summons,Nov-21
1,Brent,Male,30 to 34,Black ,Murder,Charge or Summons,Nov-21
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Nov-21
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Nov-21
1,Waltham Forest,Male,25 to 29,White,Murder,Charge or Summons,Jul-19
1,Waltham Forest,Male,25 to 29,White,Murder,Charge or Summons,Mar-20
1,Waltham Forest,Male,25 to 29,White,Murder,Charge or Summons,Jun-20
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-19
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-19
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-19
1,Brent,Male,30 to 34,Black ,Murder,Charge or Summons,Aug-19
1,Southwark,Female,20 to 24,Black ,Murder,Charge or Summons,Apr-21
1,Southwark,Male,20 to 24,White,Murder,Charge or Summons,Apr-21
1,Greenwich,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-19
1,Richmond Upon Thames,Male,30 to 34,Asian ,Murder,Charge or Summons,Nov-19
1,Islington,Male,25 to 29,White,Murder,Charge or Summons,Mar-20
1,Richmond Upon Thames,Male,30 to 34,Asian ,Murder,Charge or Summons,Nov-19
1,Bromley,Male,50 to 54,White,Murder,Charge or Summons,Sep-19
1,Kingston Upon Thames,Male,15 to 19,White,Murder,Charge or Summons,Oct-20
1,Kingston Upon Thames,Male,20 to 24,White,Murder,Charge or Summons,Oct-20
1,Kingston Upon Thames,Female,15 to 19,White,Murder,Charge or Summons,Oct-20
1,Camden,Male,20 to 24,Asian ,Murder,Charge or Summons,Aug-19
1,Camden,Male,20 to 24,Asian ,Murder,Charge or Summons,Aug-19
1,Haringey,Male,20 to 24,White,Murder,Charge or Summons,Aug-19
1,Camden,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-19
1,Camden,Male,15 to 19,Mixed,Murder,Charge or Summons,Aug-19
1,Camden,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-20
1,Camden,Female,15 to 19,Mixed,Murder,Charge or Summons,Feb-22
1,Camden,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-22
1,Lambeth,Male,15 to 19,Mixed,Murder,Charge or Summons,Sep-19
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-19
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-19
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-19
1,Hammersmith & Fulham,Male,15 to 19,White,Murder,Charge or Summons,Sep-19
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-19
1,Ealing,Male,35 to 39,Asian ,Murder,Charge or Summons,Sep-19
1,Newham,Male,10 to 14,Mixed,Murder,Charge or Summons,Sep-19
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-19
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-19
1,Newham,Female,25 to 29,White,Murder,Charge or Summons,Nov-19
1,Wandsworth,Female,25 to 29,White,Murder,Charge or Summons,Apr-22
1,Wandsworth,Male,25 to 29,White,Murder,Charge or Summons,Apr-22
1,Lambeth,Male,30 to 34,Black ,Murder,Charge or Summons,Sep-19
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-19
1,Hackney,Male,40 to 44,Black ,Murder,Charge or Summons,Sep-19
1,Lambeth,Male,30 to 34,White,Murder,Charge or Summons,Jun-21
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-19
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-19
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Camden,Female,25 to 29,Mixed,Murder,Charge or Summons,Sep-19
1,Redbridge,Male,35 to 39,Asian ,Murder,Charge or Summons,Sep-20
1,Enfield,Male,35 to 39,Person declines to define ethnicity,Murder,Charge or Summons,Sep-19
1,Haringey,Male,35 to 39,White,Murder,Charge or Summons,Nov-19
1,Ealing,Male,40 to 44,White,Murder,Charge or Summons,Oct-19
1,Ealing,Male,35 to 39,White,Murder,Charge or Summons,Oct-19
1,Ealing,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-19
1,Ealing,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-19
1,Ealing,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-19
1,Ealing,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Oct-19
1,Ealing,Male,20 to 24,Asian ,Murder,Charge or Summons,Oct-19
1,Ealing,Male,20 to 24,Asian ,Murder,Charge or Summons,Oct-19
1,Ealing,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-19
1,Ealing,Male,20 to 24,Mixed,Murder,Charge or Summons,Oct-19
1,Enfield,Male,25 to 29,Black ,Murder,Charge or Summons,Oct-19
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-19
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Southwark,Male,10 to 14,Black ,Murder,Charge or Summons,Apr-20
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-19
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-20
1,Bexley,Male,15 to 19,White,Murder,Charge or Summons,Oct-19
1,Croydon,Female,20 to 24,Black ,Murder,Charge or Summons,Dec-20
1,Croydon,Male,25 to 29,Black ,Murder,Charge or Summons,Dec-20
1,Islington,Male,35 to 39,Black ,Murder,Charge or Summons,Dec-19
1,Greenwich,Male,60 to 64,White,Murder,Charge or Summons,Nov-19
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-19
1,Enfield,Male,15 to 19,White,Murder,Charge or Summons,Nov-19
1,Redbridge,Male,35 to 39,White,Murder,Charge or Summons,Jul-20
1,Hillingdon,Male,15 to 19,White,Murder,Charge or Summons,Nov-19
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,Nov-19
1,Tower Hamlets,Male,25 to 29,Asian ,Murder,Charge or Summons,Dec-19
1,Tower Hamlets,Male,25 to 29,Asian ,Murder,Charge or Summons,Dec-19
1,Tower Hamlets,Male,25 to 29,Black ,Murder,Charge or Summons,Jan-20
1,Tower Hamlets,Male,25 to 29,Black ,Murder,Charge or Summons,Jan-20
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,Jan-20
1,Redbridge,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-20
1,Redbridge,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Oct-20
1,Redbridge,Male,15 to 19,Asian ,Murder,Charge or Summons,Oct-20
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,Oct-20
1,Redbridge,Male,15 to 19,White,Murder,Charge or Summons,Dec-21
1,Redbridge,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Dec-21
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,Dec-22
1,Tower Hamlets,Male,25 to 29,Black ,Murder,Charge or Summons,Dec-19
1,Ealing,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Dec-19
1,Brent,Male,30 to 34,Black ,Murder,Charge or Summons,Jul-21
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-20
1,Hackney,Male,25 to 29,Black ,Murder,Charge or Summons,Dec-19
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-20
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-20
1,Kensington & Chelsea,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jan-20
1,Kensington & Chelsea,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-20
1,Haringey,Male,50 to 54,White,Murder,Charge or Summons,Dec-19
1,Brent,Male,20 to 24,Other ,Murder,Charge or Summons,Dec-19
1,Barking & Dagenham,Male,55 to 59,SCE Not Recorded,Murder,Charge or Summons,Dec-19
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-20
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-20
1,Kingston Upon Thames,Male,15 to 19,White,Murder,Charge or Summons,Dec-20
1,Kingston Upon Thames,Male,40 to 44,Asian ,Murder,Charge or Summons,Sep-21
1,Hounslow,Male,35 to 39,Black ,Murder,Charge or Summons,Jan-20
1,Hounslow,Male,30 to 34,Black ,Murder,Charge or Summons,Jan-20
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,May-20
1,Barnet,Male,30 to 34,SCE Not Recorded,Murder,Charge or Summons,Jan-20
1,Barnet,Male,40 to 44,White,Murder,Charge or Summons,Jan-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-20
1,Waltham Forest,Male,25 to 29,Mixed,Murder,Charge or Summons,Jan-20
1,Newham,Male,25 to 29,Black ,Murder,Charge or Summons,Jan-20
1,Newham,Male,35 to 39,Black ,Murder,Charge or Summons,Jan-20
1,Newham,Male,30 to 34,Black ,Murder,Charge or Summons,Feb-20
1,Barnet,Male,30 to 34,SCE Not Recorded,Murder,Charge or Summons,Jan-20
1,Barnet,Male,40 to 44,White,Murder,Charge or Summons,Jan-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-20
1,Croydon,Male,50 to 54,White,Murder,Charge or Summons,Apr-20
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-20
1,Wandsworth,Male,30 to 34,Other ,Murder,Charge or Summons,Dec-20
1,Wandsworth,Male,30 to 34,Other ,Murder,Charge or Summons,Dec-20
1,Wandsworth,Male,20 to 24,White,Murder,Charge or Summons,Feb-21
1,Richmond Upon Thames,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-20
1,Richmond Upon Thames,Male,40 to 44,White,Murder,Charge or Summons,Mar-20
1,Richmond Upon Thames,Male,35 to 39,Black ,Murder,Charge or Summons,Mar-20
1,Richmond Upon Thames,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-20
1,Islington,Male,25 to 29,White,Murder,Charge or Summons,Jun-21
1,Croydon,Male,40 to 44,White,Murder,Charge or Summons,Jan-20
1,Barnet,Male,50 to 54,Black ,Murder,Charge or Summons,Apr-20
1,Waltham Forest,Male,20 to 24,Mixed,Murder,Charge or Summons,Jan-20
1,Hackney,Male,25 to 29,White,Murder,Charge or Summons,Jan-20
1,Westminster,Male,25 to 29,Black ,Murder,Charge or Summons,May-20
1,Westminster,Male,40 to 44,Black ,Murder,Charge or Summons,May-20
1,Greenwich,Male,25 to 29,White,Murder,Charge or Summons,Mar-20
1,Greenwich,Male,25 to 29,White,Murder,Charge or Summons,Mar-20
1,Kensington & Chelsea,Male,45 to 49,Person declines to define ethnicity,Murder,Charge or Summons,Mar-20
1,Brent,Male,30 to 34,Black ,Murder,Charge or Summons,Mar-20
1,Brent,Male,40 to 44,Black ,Murder,Charge or Summons,Mar-20
1,Southwark,Male,25 to 29,White,Manslaughter,Charge or Summons,May-20
1,Waltham Forest,Male,50 to 54,Person declines to define ethnicity,Murder,Charge or Summons,Mar-20
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-20
1,Kingston Upon Thames,Male,20 to 24,SCE Not Recorded,Murder,Charge or Summons,Mar-20
1,Hillingdon,Male,25 to 29,Black ,Murder,Charge or Summons,Apr-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-20
1,Newham,Male,15 to 19,White,Murder,Charge or Summons,Mar-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Newham,Male,15 to 19,White,Murder,Charge or Summons,Apr-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Redbridge,Male,25 to 29,Black ,Murder,Charge or Summons,Apr-21
1,Redbridge,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-21
1,Redbridge,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-21
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-20
1,Southwark,Male,45 to 49,Black ,Murder,Charge or Summons,Mar-20
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-24
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-20
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Mar-20
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,Apr-20
1,Hackney,Male,40 to 44,Black ,Murder,Charge or Summons,Mar-20
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-20
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,May-20
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-21
1,Newham,Male,25 to 29,Other ,Murder,Charge or Summons,Apr-20
1,Ealing,Female,25 to 29,Black ,Murder,Charge or Summons,Mar-20
1,Newham,Male,20 to 24,White,Murder,Charge or Summons,Apr-20
1,Lambeth,Male,40 to 44,Person declines to define ethnicity,Murder,Charge or Summons,Apr-20
1,Waltham Forest,Male,30 to 34,Asian ,Murder,Charge or Summons,Apr-20
1,Lambeth,Male,40 to 44,White,Murder,Charge or Summons,Apr-20
1,Enfield,Male,65 and over,Black ,Murder,Charge or Summons,Apr-20
1,Wandsworth,Male,20 to 24,Asian ,Murder,Charge or Summons,Mar-21
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-21
1,Brent,Male,40 to 44,Black ,Murder,Charge or Summons,Apr-20
1,Hackney,Male,25 to 29,Black ,Murder,Charge or Summons,Apr-20
1,Hillingdon,Male,20 to 24,Asian ,Murder,Charge or Summons,May-20
1,Hillingdon,Male,20 to 24,Asian ,Murder,Charge or Summons,May-20
1,Redbridge,Male,40 to 44,Asian ,Murder,Charge or Summons,May-20
1,Redbridge,Male,40 to 44,Asian ,Murder,Charge or Summons,May-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,May-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,May-20
1,Newham,Male,20 to 24,Mixed,Murder,Charge or Summons,May-20
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,May-20
1,Wandsworth,Male,40 to 44,White,Manslaughter,Charge or Summons,May-20
1,Islington,Male,40 to 44,Black ,Murder,Charge or Summons,May-20
1,Hammersmith & Fulham,Male,30 to 34,Black ,Murder,Charge or Summons,May-20
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-20
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-20
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-20
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,May-20
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,May-20
1,Lambeth,Male,30 to 34,Black ,Murder,Charge or Summons,Jan-22
1,Lambeth,Female,20 to 24,Black ,Murder,Charge or Summons,Jan-22
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-20
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-20
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-20
1,Haringey,Male,15 to 19,Mixed,Murder,Charge or Summons,Jun-20
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-20
1,Brent,Male,15 to 19,Asian ,Murder,Charge or Summons,Jul-20
1,Brent,Male,15 to 19,Asian ,Murder,Charge or Summons,Jul-20
1,Lewisham,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-20
1,Haringey,Male,40 to 44,Person declines to define ethnicity,Murder,Charge or Summons,Jun-20
1,Bexley,Male,35 to 39,White,Murder,Charge or Summons,Jul-20
1,Sutton,Male,25 to 29,White,Murder,Charge or Summons,Jun-20
1,Sutton,Male,25 to 29,White,Murder,Charge or Summons,Jul-20
1,Sutton,Male,30 to 34,White,Murder,Charge or Summons,Jul-20
1,Sutton,Male,25 to 29,White,Murder,Charge or Summons,Jul-20
1,Merton,Female,35 to 39,Asian ,Murder,Charge or Summons,Sep-20
1,Islington,Male,30 to 34,White,Murder,Charge or Summons,Jul-20
1,Islington,Male,35 to 39,Black ,Murder,Charge or Summons,Jul-20
1,Islington,Male,30 to 34,White,Murder,Charge or Summons,Jul-20
1,Islington,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Jul-20
1,Islington,Male,35 to 39,White,Murder,Charge or Summons,Jul-20
1,Islington,Male,30 to 34,Mixed,Murder,Charge or Summons,Dec-20
1,Islington,Male,30 to 34,White,Murder,Charge or Summons,Mar-21
1,Islington,Male,65 and over,White,Murder,Charge or Summons,Apr-21
1,Tower Hamlets,Male,20 to 24,White,Manslaughter,Charge or Summons,Jul-20
1,Greenwich,Male,35 to 39,Person declines to define ethnicity,Murder,Charge or Summons,Jul-20
1,Southwark,Male,25 to 29,White,Murder,Charge or Summons,Jul-20
1,Southwark,Male,25 to 29,Mixed,Murder,Charge or Summons,Jul-20
1,Southwark,Male,20 to 24,Mixed,Murder,Charge or Summons,Jul-20
1,Bromley,Male,25 to 29,White,Murder,Charge or Summons,Aug-20
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-20
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-21
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-21
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-21
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Mar-21
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-21
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-20
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-20
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-20
1,Enfield,Male,15 to 19,White,Murder,Charge or Summons,Jul-20
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-20
1,Enfield,Male,35 to 39,Black ,Murder,Charge or Summons,Sep-20
1,Ealing,Male,35 to 39,Black ,Murder,Charge or Summons,Aug-20
1,Brent,Female,30 to 34,Other ,Murder,Charge or Summons,Jul-20
1,Sutton,Male,25 to 29,White,Murder,Charge or Summons,Aug-20
1,Bromley,Male,30 to 34,White,Murder,Charge or Summons,Aug-20
1,Hounslow,Male,55 to 59,White,Murder,Charge or Summons,Feb-21
1,Camden,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-20
1,Enfield,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-20
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-20
1,Enfield,Female,20 to 24,White,Murder,Charge or Summons,Sep-20
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-21
1,Hounslow,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-20
1,Hounslow,Male,20 to 24,Mixed,Murder,Charge or Summons,Nov-20
1,Enfield,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-20
1,Ealing,Female,40 to 44,White,Murder,Charge or Summons,Aug-20
1,Ealing,Male,25 to 29,White,Manslaughter,Charge or Summons,Oct-21
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-20
1,Lambeth,Male,15 to 19,Other ,Murder,Charge or Summons,Nov-21
1,Lambeth,Male,15 to 19,Other ,Murder,Charge or Summons,Nov-21
1,Waltham Forest,Male,40 to 44,White,Murder,Charge or Summons,Sep-20
1,Harrow,Male,15 to 19,Other ,Murder,Charge or Summons,Nov-20
1,Harrow,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-20
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-21
1,Hackney,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-20
1,Lewisham,Male,35 to 39,Black ,Murder,Charge or Summons,Oct-20
1,Bexley,Male,65 and over,White,Murder,Charge or Summons,Oct-20
1,Brent,Male,40 to 44,Black ,Murder,Charge or Summons,Sep-20
1,Enfield,Male,40 to 44,SCE Not Recorded,Murder,Charge or Summons,Sep-20
1,Barking & Dagenham,Male,30 to 34,White,Murder,Charge or Summons,Sep-20
1,Barking & Dagenham,Male,55 to 59,White,Murder,Charge or Summons,Sep-20
1,Lambeth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-20
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-21
1,Islington,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-21
1,Islington,Female,15 to 19,White,Murder,Charge or Summons,Jun-21
1,Merton,Male,30 to 34,Black ,Murder,Charge or Summons,Sep-20
1,Merton,Female,65 and over,Mixed,Murder,Charge or Summons,Nov-20
