objectid,Approve,cs_address_one,cs_address_two,cs_borough,cs_cooling_facilities,cs_cooling_facilities_other,cs_heat_vulnerable,cs_heat_vulnerable_other,cs_indoor_site_id,cs_max_seating,cs_name,cs_opening_hours,cs_postcode,cs_toilets_available,cs_wheelchair_access,has_drinking_water,has_seating,indoor_cooling_temp,is_free_of_charge,is_staffed_when_open,org_name,runtime,Tier,x,y
22,Yes,34 Lavender Road,,Wandsworth,"Stand up fans,Natural cooling/ventilation",," young children, older people, pregnant women ",,35,6,York Gardens Library,"Tue 12:00-6:00PM, Wed 10:00AM-7:00PM, Thu 12:00PM-5:00PM, Fri 11:00AM-5:00PM and Sat 10:30AM-2:30PM.  Closed Mon, Sun and Bank Holidays",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 2,526854.419,175823.795
23,Yes,11 Garratt Lane,,Wandsworth,"Stand up fans,Natural cooling/ventilation",," young children, older people, pregnant women ",,36,10,Wandsworth Town Library,"Tue 9:00 AM-7:00 PM, Wed 9:00 AM-7:00 PM, Thu 9:00 AM-7:00 PM, Fri 9:00 AM-5:00 PM, Sat 9:00 AM-5:00 PM. Closed Mon and Sun",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 1,525673.435,174569.384
24,Yes,265 LAVENDER HILL,,Wandsworth,"Natural cooling/ventilation,Stand up fans",," young children, older people, pregnant women ",,38,10,Battersea Library,"9AM-8PM MON, TUE, WED, 9AM-8PM FRI, 9AM-6PM SAT 9AM-5PM, SUN 1PM-5PM  CLOSED THUR",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 1,527596.071,175500.23
25,Yes,276 Magdalen Road,,Wandsworth,Natural cooling/ventilation,," young children, older people, pregnant women ",,39,6,Eearlsfield Library,"9-7PM MON, THUR, 9-5PM FRI, SAT 9.30AM-5PM, CLOSED TUE, WED AND SUN",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 2,526127.98,173038.414
26,Yes,150 Northcote Road,,Wandsworth,Natural cooling/ventilation,," young children, older people, pregnant women ",,40,6,Northcote Library,"9AM-7PM MON, THUR, 9AM-7PM, FRI 9AM-5PM, SAT 9.30AM-2.30PM CLOSED TUE, WED AND SUN",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 2,527637.002,174504.264
27,Yes,2 DANEBURY AVENUE,,Wandsworth,Natural cooling/ventilation,," young children, older people, pregnant women ",,41,8,Roehampton Library,"MON, WED 9-7PM, FRI 9-5PM, SAT 9.30-2.30PM. CLOSED TUE, THU AND SUN",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 2,522245.167,173762.327
28,Yes,300 Wimbledon Park Road,,Wandsworth,Natural cooling/ventilation,," young children, older people, pregnant women ",,37,6,Southfields Library,"TUE, WED 9:00 AM TO 7:00 PM, FRI 9:00 AM TO 5:00 PM AND SAT 09:30 AM TO 2:30 PM. CLOSED MON, THU AND SUN",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 2,524584.618,173138.029
29,Yes,5/7 DISRAELI ROAD,,Wandsworth,"Natural cooling/ventilation,Stand up fans",," young children, older people, pregnant women ",,42,10,Putney Library,"9AM-8PM MON,WED, THU. 9-5 FRI AND SAT, 1PM-5PM SUN. CLOSED TUE",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 1,524062.824,175120.313
109,Yes,Burns Road,,Wandsworth,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,590,20,Latchmere Leisure Centre,Mon - Fri 7.45am - 9.30pm Sat-sun 7.45am - 7.30pm,SW11 5AD,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,Latchmere Leisure Centre,20250527,Tier 1,527708,176309
110,Yes,16 Ramsden Road,London,Wandsworth,"Stand up fans,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,591,100,Balham Library,"Monday 9am - 8pm Wednesday 9am - 8pm Thursday 9am  - 8pm Friday 9am - 5pm Saturday 10am - 6pm (Closed on Tuesday, Sunday and Public Holidays)",SW12 8QY,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Greenwich Leisure Limited (GLL),20250527,Tier 1,528495,173460
127,Yes,Cobham Close,,Wandsworth,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,610,50,St Michael's Wandsworth Common,School term times: Sunday 9.30-12 Monday 11.30-3.30 Tuesday 11.30-3.30 Wednesdays 11.30-3.30 Thursday closed Friday Closed Saturday Closed School Holidays: Sunday 9.30-12,SW11 6SP,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,St Michael's Wandsworth Common,20250527,Tier 2,527460,174427
130,Yes,Mapleton Road,,Wandsworth,Air conditioning,,"Young children,Older people,Pregnant women",,613,30,Wandle Recreation Centre,"Monday, Tuesday, Thursday - 8:00 till 22:00 Wednesday & Friday - 8:00 till 22:30 Saturday - 8:30 till 17:00 Sunday - 8:30 till 22:00",SW18 4DN,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,Places Leisure,20250527,Tier 1,525673,174198
131,Yes,Laverstoke Garden,,Wandsworth,Air conditioning,,"Young children,Older people,Pregnant women",,614,15,Roehampton Sport and Fitness Centre,Monday to Friday - 7:00 till 22:00 Saturday & Sunday - 8:00 till 17:00,SW15 4JB,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,Places Leisure,20250527,Tier 1,522121,173742
133,Yes,309 Battersea Park Road,,Wandsworth,"Stand up fans,Ceiling fans",,,,616,20,Battersea Park Library,"monday, tuesday; 9-7 friday; 9-5 saturday; 9:30-2:30",SW11 4NF,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,"Battersea park Library, GLL",20250527,Tier 2,528274.3,176661.66
216,Yes,Battersea Arts Centre,Lavender Hill,Wandsworth,Natural cooling/ventilation,,"Young children,Older people,Pregnant women,Other",We are an inclusive venue with facilities to support everyone. We have a chill out space available on the first floor.,638,80,Battersea Arts Centre,Mon - Fri 09:30am - 5:00pm Occasionally open to public during evening and weekends.,SW11 5TN,available on site,yes,yes,yes,26c_or_less,yes,yes,Battersea Arts Centre,20250604,Tier 1,527854,175625
96,Yes,"160 Buckingham Palace Rd, London",,Westminster,"Stand up fans,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,586,20,Victoria Library Mini Hub,Monday 09:30-20:00 Tuesday to Friday 09:30-19:00 Saturday 09:30-17:00 Sunday closed,SW1W 9TR,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Westminster City Council,20250527,Tier 1,528689,178795
97,Yes,61-63 Elgin Avenue,,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,587,20,The Exchange at Ernest Harriss House,Monday to Saturday: 09:00-20:00 Sunday: closed,W9 2DB,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,Westminster City Council,20250527,Tier 1,525170,182282
113,Yes,"Lupus St, Pimlico, London SW1V 3AT",,Westminster,Air conditioning,,"Young children,Older people,Pregnant women",,594,10,Pimlico Library,"Sunday	1:30–5 pm Monday	9:30 am–8 pm Tuesday	9:30 am–8 pm Wednesday	10 am–8 pm Thursday	9:30 am–8 pm Friday	9:30 am–8 pm Saturday	9:30 am–5 pm",SW1V 3AT,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,Westminster City Council,20250527,Tier 1,529431.06,178225.92
114,Yes,"4-6 Charing Cross Rd, London WC2H 0HF",,Westminster,Air conditioning,,"Young children,Older people,Pregnant women",,596,10,Charing Cross Library,"Sunday	11 am–5 pm Monday	9:30 am–8 pm Tuesday	9:30 am–7 pm Wednesday	10 am–7 pm Thursday	9:30 am–7 pm Friday	9:30 am–7 pm Saturday	10:30 am–2 pm",WC2H 0HF,available on site,no,Yes,Yes,26c_or_less,Yes,Yes,Westminster City Council,20250527,Tier 1,530031,180644
115,Yes,"35 St Martin's St, London WC2H 7HP",,Westminster,Air conditioning,,"Older people,Pregnant women",,597,5,Westminster Reference Library,"Sunday	Closed Monday	10 am–8 pm Tuesday	10 am–8 pm Wednesday	10 am–8 pm Thursday	10 am–8 pm Friday	10 am–8 pm Saturday	10 am–5 pm",WC2H 7HP,available on site,no,Yes,Yes,26c_or_less,Yes,Yes,Westminster City Council,20250527,Tier 2,529883,180628
116,Yes,"25 S Audley St, London W1K 2PB",,Westminster,Air conditioning,,"Young children,Older people,Pregnant women",,598,5,Mayfair library,"Sunday	Closed Monday	11 am–7 pm Tuesday	11 am–7 pm Wednesday	11 am–7 pm Thursday	11 am–7 pm Friday	11 am–7 pm Saturday	10:30 am–2 pm",W1K 2PB,available on site,no,Yes,Yes,26c_or_less,Yes,Yes,Westminster City Council,20250527,Tier 2,528403,180558
117,Yes,"9-11 New Cavendish St, London W1G 9UQ",,Westminster,Air conditioning,,"Young children,Older people,Pregnant women",,599,2,Marylebone library,"Sunday	1:30–5 pm Monday	9:30 am–8 pm Tuesday	9:30 am–8 pm Wednesday	10 am–8 pm Thursday	9:30 am–8 pm Friday	9:30 am–8 pm Saturday	9:30 am–5 pm",W1G 9UQ,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,Westminster City Council,20250527,Tier 1,528412,181621
118,Yes,Sutherland Ave,London,Westminster,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,601,20,Maida Vale Library,Mon - 9.30-5.00pm Tues - 9.30-5.00pm,W9 2QT,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Westminster Libraries and Archives,20250527,Tier 2,525633,182191
119,Yes,"20 Circus Rd, London",,Westminster,Stand up fans,,"Young children,Older people",,602,15,St John's Wood Library,Wednesday - 10.am-5.00pm Thursday - 9.30am-5.00pm,NW8 6PD,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Westminster Libraries and Archives,20250527,Tier 2,526845,183221
120,Yes,666 Harrow Road,,Westminster,Stand up fans,,"Young children,Older people,Pregnant women",,603,20,Queen's Park Library,Thursday - 9.30am-5.00pm Friday - 9.30am-5.00pm,W10 4NE,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Westminster Libraries and Archives,20250527,Tier 2,524206,182418
121,Yes,"Porchester Road London 45,",,Westminster,Stand up fans,,"Young children,Older people,Pregnant women",,604,25,Paddington Library,Monday - 9.30am-5.00pm Tuesday - 9.30am-5.00pm,W2 5DU,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Westminster Libraries and Archives,20250527,Tier 2,525779,181388
122,Yes,Church Street 67,London,Westminster,Stand up fans,,"Young children,Older people,Pregnant women",,605,20,Church Street Library,Wednesday - 10.00am-5.00pm Thursday - 9.30am-5.00pm,NW8 8EU,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Westminster Libraries and Archives,20250527,Tier 2,527045.89,182082.45
204,Yes,80 Mortimer Street,,Westminster,Air conditioning,,,,635,15,London National Park City - Lobby,Mon - Fri: midday to 6pm,W1W 7FE,available on site,no,yes,yes,26c_or_less,yes,yes,London National Park City,20250530,Tier 2,528978,181486
206,Yes,34 Great Smith St,,Westminster,Natural cooling/ventilation,,"Young children,Older people,Pregnant women,Other",Asylum seekers and refugees,625,100,The Abbey Centre,"Monday	9am - 4pm Tuesday	9am - 4pm Wednesday 9am - 4pm Thursday 9am - 4pm Friday 9am - 4pm",SW1P 3BU,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,The Abbey Centre,20250530,Tier 2,529927,179277
210,Yes,16-18 Ramillies Street,London,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,631,35,The Photographers' Gallery,"Monday - Wednesday,  10.00–18.00 Thursday & Friday, 10.00–20.00 Saturday, 10.00–18.00 Sunday & bank holidays, 11.00–18.00",W1F 7LW,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,The Photographers' Gallery,20250530,Tier 1,529227,181197
225,Yes,"Torquay St,",London,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,301,10,Academy Sport,9am-10pm daily,W2 5EW,available on site,yes,yes,yes,26c_or_less,yes,yes,Westminster City Council,20250610,Tier 1,525525,181732
226,Yes,223 Vauxhall Bridge Rd,Pimlico,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,302,10,Queen Mother Sports Centre,Mon-Fri - 6.30am-10pm\nWeekends - 8am-8pm,SW1V 1EL,available on site,yes,yes,yes,26c_or_less,yes,yes,Westminster City Council,20250610,Tier 1,529161,178827
227,Yes,"Marshall St,",London,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,303,5,Marshall Street Leisure Centre,Mon-Fri 6.30am-10pm\nWeekends - 8am-8pm,W1F 7EL,available on site,yes,yes,yes,26c_or_less,yes,yes,Westminster City Council,20250610,Tier 1,529314.626,181058.697
228,Yes,Queensway,Porchester Rd,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,304,20,"Porchester Centre, Spa & Hall",Mon-Fri 6.30am -10pm\nWeekends - 8am-8pm,W2 5HS,available on site,yes,yes,yes,26c_or_less,yes,yes,Westminster City Council,20250610,Tier 1,525754,181372
229,Yes,10 Crompton St,,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,305,30,Little Venice Sports Centre,Mon-Fri 6.30-10pm\nWeekends - 8am-8pm,W2 1ND,available on site,yes,yes,yes,26c_or_less,yes,yes,Westminster City Council,20250610,Tier 1,526561.811,181972.89
231,Yes,Lancefield St,,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,307,5,Jubilee Community Leisure Centre,Mon-Sat - 8am-10pm\nWeekends - 9am-8pm,W10 4NW,available on site,yes,yes,yes,26c_or_less,yes,yes,Westminster City Council,20250610,Tier 1,524558.46,182584.154
232,Yes,"1 Fisherton St,",,Westminster,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,308,5,Church Street Community Leisure Centre,Mon-Fri 8am-10pm\nWeekend 9am-8pm,NW8 8BF,available on site,yes,yes,yes,26c_or_less,yes,yes,Westminster City Council,20250610,Tier 1,526960.41,182146.72
240,Yes,Hyde Park Crescent,,Westminster,Other,1830s church building that is naturally cooler than the outside temperature,"Young children,Older people,Pregnant women",,656,200,St John's Hyde Park,Mon - Friday 9.30am - 4.30pm Open to the public when not in use for private event.,W22QD,available on site,no,yes,yes,cannot_guarantee_26c,yes,yes,St John's Hyde Park,20250619,Tier 2,527207,181211
258,Yes,146 Park Road,,Westminster,"Air conditioning,Stand up fans,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,673,50,London Central Mosque,Mon - Sun 10am - 9pm,NW8 7RG,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,London Central Mosque & Islamic Cultural Centre,20250701,Tier 1,527380,182696
